fm_id,RecordID,Title,alt_title,language,d1,m1,y1,d2,m2,y2,format,publication_place_fk
2274,9992137306701488,Physica,Phijsices Pars prima partim â doctissimo domino franciscus graven ex gronsvelt et partim â doctissimo  domino D: ignatio Damao Dianatino pedagogii Lilienso professoribus primariis dictata Scripta vero â joanne emmanuele van parijs Brugensi ejusdem pedgagogii physico:  incœpta 1.a augusti 1760 finita 2a aprilis 1761/Physices pars prima partim a doctissimo Domino Franciscus Graven ex Gronsvelt et partim a doctissimo Domino D[omino] Ignatio Damao Dianantino pedagogii Lilienso professoribus primariis dictata. Scripta vero a Joannes Emmanuale van parijs Brugensi ejusdem pedagogii physico. Incoepta 1[ri]ma augusti 1760 finita 2a aprilis 1761,Latin,0,0,1760,0,0,1761,210 x 165 mm.,2
2275,9992138104001488,Chirurgia,Chirurgia Data a clarissimo viro Domino Dno ursmaro Narez chirurgiæ nec non anatomia professore Regio 1728 nunc totius almæ matri universitatis Lovanenis Professore primario 1744/Chirurgia data a clarissimo viro Domino D[omi]no Ursmaro Narez chirurgiae nec non anatomia professore regio 1728 nunc totius Almae Matre Universitatis Lovanenis professore primario 1744,Latin,0,0,1744,0,0,1744,200 x 155 mm.,2
2276,9992138481501488,Tractatus de jure et justitia II,0,Latin,0,0,1780,0,0,1780,190 x 125 mm.,2
2277,9992138492101488,Tractatus de jure et justitia I,Tractatus theologici in 2am 2æ Sti Thomæ/Tractatus theologici in [secund]am [secund]ae Sancti Thomae,Latin,0,0,1780,0,0,1780,190 x 125 mm.,2
2278,9992138495301488,Tractatus theologici De peccatis et gratia II,Dissertatio 7tima De peccato originale,Latin,0,0,1780,0,0,1780,185 x 125 mm.,2
2279,9992138497301488,Tractatus theologici De peccatis et gratia I,Tractatus theologici De peccatis et gratiâ in iam 2æ divi Thomæ/Tractatus theologici De peccatis et gratia in [pr]i[m]am secundae diivi Thomæ,Latin,0,0,1780,0,0,1780,190 x 125 mm.,2
2280,9992138587401488,Tractatus de sacramentis III,0,Latin,0,0,1779,0,0,1779,190 x 125  mm.,2
2281,9992138587901488,Tractatus de sacramentis II,0,Latin,0,0,1793,0,0,1793,185 x 125  mm.,2
2282,9992138589201488,Tractatus de sacramentis I,0,Latin,0,0,1793,0,0,1793,190 x 125  mm.,2
2283,9992139603401488,De actibus humanis I,Tractatus theologici de actibus humanis in iam Sti Thoæ/Tractatus theologici de actibus humanis in [pri]mam S[anc]ti Tho[m]æ,Latin,0,0,1778,0,0,1779,190 x 125 mm.,2
2284,9992139606101488,Tractatus de incarnatione,0,Latin,0,0,1779,0,0,1781,197 x 125 mm.,2
2285,9992139690401488,Physica,Tractatus de lumine/Tractatus de motu corporum/Tractatus de mechanica,Latin,0,0,1772,0,0,1772,195 x 160  mm.,2
2286,9992140603301488,Ethica,Ethica sive philosophia moralis,Latin,0,0,1769,0,0,1769,203 x 165 mm.,2
2287,9992141305401488,Physica. Metaphysica,"Dictata Phisices. Sub Doctissimo Domino D. Guilielmo Philippi Hallensi. Juris vtriusque necnnon Medicinæ et pedagogij LIliensis Professore Primario. Scribebat Philippus C. de Wauldret Hanno=Montanus Anno Domini 1641/Dictata physices sub doctissimo Domino D[omino] Guilielmo Philippi Hallensi, Juris utriusque necnnon Medicinæ et pedagogij LIliensis professore primario. Scribebat Philippus C. de Wauldret Hanno=Montanus Anno Domini 1641/Dictata Metaphysices et Librorum de Anima Sub Doctissimo Dno D. Guilielmo Philippi Juris vtriusque necnon Medicinæ licentiato et Pedagogij Liliensis Professore Primario. Scribebat Philippus C. de Wauldret Montensis Anno 1641/Dictata metaphysices et Librorum de Anima sub doctissimo D[omi]no D[omino] Guilielmo Philippi Juris utriusque necnon medicinae licentiato et pedagogij Liliensis professore primario. Scribebat Philippus C. de Wauldret Montensis Anno 1641",Latin,0,0,0,0,0,0,202 x 155 mm.,2
2288,9992141306501488,Physica,Quaestiones de geometria/Quaestiones de geometrica practica,Latin,0,0,1775,0,0,1777,195 x 120  mm.,2
2289,9992146146201488,De contractibus,Codex 8vus et ultimus/Codex [octa]vus et ultimus,Latin,0,0,1778,0,0,1778,210 x 170  mm.,2
2290,9992146194901488,Praxis medica II,0,Latin,0,0,1786,0,0,1787,195  x 135 mm.,2
2291,9992146198201488,Praxis medica I,Quæstiones Praxis a Debentur Francisco Josepho Van Innis Merchiensi 1786/Quaestiones praxis a debentur Francisco Josepho Van Innis Merchiensi 1786,Latin,0,0,1786,0,0,1787,195  x 135 mm.,2
2292,9992146295001488,Chemia tractatus,De chemia,Latin,0,0,1786,0,0,1786,195 x 120 mm.,2
2293,9992146339101488,Commentarius ad Decretales Gregorii IX [IV],"Commentarius ad Decretales Gregorii IX in quo præter jus Pontificium, etiam parsim ea continentur quæ moribus et usu fori hodierno obtinent. cum proœmio ad juris ecclesiastici publici cognitionem utilissimo. Lovanii anno 1785",Latin,0,0,1785,0,0,1785,190 x 120  mm.,2
2294,9992146706401488,Physica. Metaphysica,Physica universi/Phisica vniversi Dictata ab Eruditissimo domino Page philosophiæ professore primario. Lambillion namuranus. Vivat Porcus.  A° 1758/Physica universi dictata ab eruditissimo Domino Page philosophiæ professore primario. Lambillion Namuranus. Vivat Porcus.  A[nn]° 1758,Latin,0,0,1758,0,0,1758,208 x 160  mm.,2
2295,9992146848801488,Physica,"Tractatus de motu, datus à v: D: Minklers professore secundario in falcone. Scriptus autem à jne jpho Marcelle ejusdem pædagogii alumno anno 1780/Tractatus de motu datus a v[enerendo] D[omino] Minklers professore secundario in Falcone. Scriptus autem à J[oan]ne J[ose]pho Marcelle ejusdem pædagogii alumno anno 1780/Tractatus De Mechanicâ j: j: Marcelle 1780/Tractatus de mechanica J[oannes] J[osephus] Marcelle 1780/Tractatus De gravitate  jj marcelle/Tractatus de gravitate  J[oannes] J[osephus] Marcelle/Tractatus de hydrostaticâ jj Marcelle 1780/Tractatus de hydrostatica J[oannes] J[osephus] Marcelle 1780",0,0,0,1780,0,0,1781,190 x120  mm.,2
2296,9992146857301488,Physica,Elementa astronomiæ/Tractatus de geographia dictatus a  D: D: Verheyden professore primario in Celeberrimo Castri pædagogio. 12a 10bris 1776. FR: J: Staumont Philosophus in Castro/Tractatus de geographia dictatus  a D[omino] D[omino] Verheyden professore primario in Celeberrimo Castri paedogagio. 12a [decem]bris 1776. Fr. J. Staumont philosophus in Castro,Latin,0,0,1776,0,0,1776,195 x 120  mm.,2
2297,9992146860001488,Physica,Elementa mechanicæ/Elementa mechanicæ Scripsit F. Blommaert falconis Lovanii annis 1792 et 1793. Vivat Falco,Latin,0,0,1792,0,0,1793,205 x 165 mm.,2
2298,9992146985601488,Physica,Tractatus de architectura dictatus a venerabili domino mottin prof: Imario in Falcone : Scriptus verò à f: j: Lahaije Huensi in eodem pedagogio philosopho septimo kalendas junii 1778/Tractatus de architectura dictatus a venerabili domino Mottin prof[essore] [pr]imario in Falcone; Scriptus vero a F. J. Lahaije Huensi in eodem pedagogio philosopho septimo kalendas junii 1778/Tractatus de sono dictatus a venerabili domino Van Kaet professore 2dario in Falcone 1778. Scriptus verò à f: j:  lahaije Huensi/Tractatus de sono dictatus a venerabili domino Van Kaet professore [secun]dario in Falcone 1778. Scriptus vero a F. J. Lahaye Huensi/De calendario,Latin,0,0,1778,0,0,1778,198 x 135  mm.,2
2299,9992146988901488,Physica,Tractatus de electrictate/Tractatus de igne dictatus a venerabili viro domino dno mottin professore primario in Falcone anno 1778/Tractatus de igne dictatus a venerabili viro domino d[omi]no Mottin professore primario in Falcone anno 1778/Tractatus de aëre Scriptus a f: j:. Lahaije Falconis alumno anno 1778/Tractatus de aere Scriptus a F: J: Lahaije Falconis alumno anno 1778,Latin,0,0,1778,0,0,1778,190 x 135  mm.,2
2300,9992147495401488,Physica,Tractatus de aëre j: j: marcelle 1781/Tractatus de sono j: j marcelle anno 1781/Tractatus de electricitate j: j:  Marcelle anno 1781/De magnete jj marcelle 1781/Tractatus de vaporibus anno 1781 j: j: Marcelle/Tractatus de meteoris jj Marcelle anno 1781,0,0,0,1781,0,0,1781,190 x115 mm.,2
2301,9992147782501488,Physica. Metaphysica,"Physicæ Pars I. Quam sub doctissimo D: ac M. L.C. De DecKer Montensi S.T.L. in Pædagogio Castrensi Philosophiæ Professore Primario Scribebat Albertus Boone Antverpiensis A° 1680/Physicae Pars prima. Quam sub doctissimo D[omino] ac M[agistro] L[eodegario] C[arolo] De Decker Montensi S.T.L. in paedagogio Castrensi Philosophiae professore primario.  Scribebat Albertus Boone Antverpiensis A[nn]o 1680/Physicæ Pars II. Quam sub doctissimo Dno ac M. G. Van Goirle, Desselio S.T.B.F. in Pædagogio Castrensi Philosophiæ Professore Secundario Scribebat Albertus Boone Antverpiensis A° 1680/Physicae Pars secunda. Quam sub doctissimo D[omi]no ac M[agistro] G[aspar] Van Goirle, Desselio S.T.B.F. in paedagogio Castrensi Philosophiae professore secundario. Scribebat Albertus Boone Antverpiensis A[nno] 1680/Annotata in Metaphijsicam sub Doctissimo Domino ac  Magistro Nostro L.C. De Decker Montensi S.T.L. &c: Scribebat Albertus Boone Antverp:/Annotata in Metaphysicam sub doctissimo Domino ac  Magistro nostro L[eodegario] C[arolo] De Decker Montensi S.T.L. etc. Scribebat Albertus Boone Antverp[iensis]",Latin,0,0,1680,0,0,1681,205 x 160  mm.,2
2302,9992148064401488,Physica,Motus et mechanica/Tractatus de Motu/Tractatus De Mæchanica generatim et generalibus ejus principiis,Latin,0,0,1767,0,0,1772,190 x 125  mm.,2
2303,9992148090201488,Physica,Tractatus De corpore naturali/Tractatus de gravitate corporum terrestrium/Tractatus de motu corporum,Latin,0,0,1777,0,0,1780,200 x 165  mm.,2
2304,9992148095901488,Physica,"Tractatus de lumine, motu, et mechanica/Tractatus De Lumine, motu, et Mechanica anno 1769",Latin,0,0,1769,0,0,1770,195 x 160  mm.,2
2305,9992148600301488,Physica,"Quaestiones de geometria, de arithmetica, de algebra, de motu, de astronomia, de hydrostatica",Latin,0,0,1785,0,0,1786,193x 140  mm.,2
2306,9992148605801488,Physica,"Physica Dictata a Venerando Dno Dno Verheyden Artium Doctore, et philosophiæ professore primario in florentissimo Pædagogio Castrensi 1778/Physica dictata a venerando D[omi]no D[omi]no Verheyden Artium doctore, et philosophiae professore primario in florentissimo paedagogio Castrensi 1778",Latin,0,0,1778,0,0,1778,198 x 120  mm.,2
2307,9992148802601488,Physica,0,Latin,0,0,1702,0,0,1704,260 x 130  mm.,2
2308,9992149102601488,Syntaxis,0,Latin,0,0,1755,0,0,1756,200 x 160  mm.,2
2309,9992149105901488,Grammatica,0,Latin,0,0,1753,0,0,1754,200 x 165  mm.,2
2310,9992149165001488,Physica,"Dictata Phijsicalia Magis Principalia Sub Doctissimo Domino D. Lamberto Vincent Graviensi S.T.B.F. Nec Non Florentissimi  pædagogij Falconis Philosophiæ Professore Primario. Scribebat Joes Fran Mastelijn Antxxi: A° 1663/Dictata Physicalia magis principalia sub doctissimo Domino D[omino] Lamberto Vincent Graviensi, S.T.B.F. nec non florentissimi  paedagogij Falconis philosophiae professore primario. Scribebat Jo[ann]es Fran[ciscus]  Mastelijn Ant[verpiensis] A[nn]° 1663",Latin,0,0,1663,0,0,1663,205 x 160  mm.,2
2311,9992149168001488,Quæstiones variæ theologicæ,Quæstiones concursus Lovanij datæ,Latin,0,0,1769,0,0,1769,180 x 130  mm.,2
2312,9992149485801488,Series quaestionum,"Series quæstionum tentaminis clarissimi Viri Domini D. I. I. H. Vounck in Alma Universitate Lovaniensi Medicinæ Doctoris Chijmæ, Professoris emeriti Anatomiæ & Chirurgiæ Professoris Regii, jatico=phijsices Professoris, necnon Academiæ Scientiarum et litterarum Bruxellensis Socii &c. M.D.CC.LXXXI./Series quæstionum tentaminis clarissimi Viri Domini D[omini] I. I. H. Vounck in Alma Universitate Lovaniensi medicinæ doctoris chijmae, professoris emeriti anatomiae et chirurgiae professoris Regii, jatico=phijsices professoris, necnon Academiæ scientiarum et litterarum Bruxellensis Socii etc. M.D.CC.LXXXI.",Latin,0,0,1781,0,0,1781,185 x 105  mm.,2
2313,9992149490701488,Physica. Metaphysica,Physica pars prima/Prima pars physices,Latin,0,0,1760,0,0,1760,210 x 170  mm.,2
2314,9992149495501488,Ethica,Aethica/Aethica sive scientia veram ad philosophia partem qua aethica sive scientia morum appellatur tandem pervenimus,Latin,0,0,1729,0,0,1729,205 x 145  mm.,2
2315,9992150599201488,Physica,Tractatus de aere/Tractatus de aqua et ejus proprietatibus/Tractatus de metheoris/Tractatus de electricitate/De magnete ejusque proprietatibus/Tractatus de calendario/Tractatus de sono/Tractatus de igne,Latin,0,0,1774,0,0,1774,205 x 155 mm.,2
2316,9992150601501488,Ethica,Ethica sive philosophia moralis/Ethica sive philosophia moralis dictata a doctissimo eruditissimoq: domino  ac magistro nostro Damas philosophiæ professore primario anno 1769 Scriptaq: a Sigismundo josepho Lefebvre phpho hannomontano. lovanii 1769/Athica sive philosophia moralis dictata a doctissimo eruditissimoq[ue] domino  ac magistro nostro Damas philosophiae professore primario anno 1769.  Scriptaq[ue] a Sigismundo josepho Lefebvre ph[iloso]pho Hannomontano. Lovanii 1769,Latin,0,0,1769,0,0,1770,200 x 155 mm.,2
2317,9992150904801488,Physica,"Physices Pars Prima dictata a doctis: consultiq dno joannes petro Sauvage Luxemburgensi j: u: L: arti: doctore ac pphia professore primario nec non ab eruditis: D: pet: jos: heylen ex noderwyk sacræ Theol: licent: ac pphiæ prof: 2dario nec non a doctis: D: carolo, mathia herremans Thenensi pphiæ professore secundario scripta in celeberrimo falconis pædagogio a me P. C. J. Eelkens antverpiensis anni 1769.1770./Physices pars prima dictata a doctis[simo] consulti[simo]q[ue] d[omi]no Joannes Petro Sauvage Luxemburgensi J. U. L. arti[um] doctore ac p[hiloso]phia professore primario, nec non ab eruditis[simo] D[omino] Pet[ro] Jos[epho] Heylen ex Noderwyk Sacrae Theol[ogiae] licent[iatio] ac p[hiloso]phiae prof[essore] [secund]ario,  nec non a doctis[simo] D[omino] Carolo, Mathia Herremans Thenensi p[hiloso]phiae professore secundario. Scripta in celeberrimo Falconis paedagogio a me P. C. J. Eelkens Antverpiensis anni 1769.1770.",Latin,0,0,1769,0,0,1770,202 x 165 mm.,2
2318,9992150960001488,Physica,"Tractatus De Motu, mechanicâ, Gravitate et Hijdrostaticâ Dictati A D: D: Verlat Professore Secundario in Pædagogio Porcensi (N: J: Gobbe diac. 1775) Scripsit in Scholis artium j: j: Quewet. anno. MDCCLXXI/Tractatus de motu, mechanica, gravitate et hydrostatica dictati a D[omino] D[omino] Verlat professore secundario in paedagogio Porcensi (N. J. Gobbe diac. 1775). Scripsit in Scholis artium J[oannes] J[osephus] Quewet. anno. MDCCLXXI",Latin,0,0,1770,0,0,1775,165 x 105  mm.,2
2319,9992150970801488,Physica,"Tractatus de cosmographia/Tractatus in quo de vero partium universi situ et motu, seu de vero mundi systemate inquiritur/De astronomia positiva/Tractatus de meteoris/Tractatus de electricitate/Tractatus de calendario/Tractatus de lumine",Latin,0,0,1770,0,0,1770,235 x 180  mm.,2
2320,9992151397201488,Physica,Physices pars prima,Latin,0,0,1761,0,0,1761,210 x 160  mm.,2
2321,9992151405501488,Physica,Phijsices Pars 2da Dictata anno 1767 Lovanii in Castro/Physices pars [secun]da dictata anno 1767 Lovanii in Castro,Latin,0,0,1767,0,0,1767,195 x 160  mm.,2
2322,9992151606301488,Physica,Physices pars secunda/Secunda Pars Phijsices seu Physica universi in choata 14a aprilis 1761,Latin,0,0,1761,0,0,1761,210 x 160  mm.,2
2323,9992204604701488,Physica,Philosophiæ pars IV. Ethica 1.7.7.5./Tractatus de Ethicâ dictatus a venerabili viro D D Philosophiæ professore secundarii Scriptus a Carlo Josepho Xaverio Demarbaix Hanno-montano 1.7.7.5./Tractatus de ethica dictatus a venerabili viro D[omino] D[omino] philosophiae professore secundarii. Scriptus a Carlo Josepho Xaverio Demarbaix Hanno-montano 1.7.7.5.,Latin,0,0,1775,0,0,1776,201 x 165  mm.,2
2324,9992206993601488,Physica,Tractatus De Elementis Physices A° 1786/Tractatus de igne,Latin,0,0,1786,0,0,1787,200 x 125 mm.,2
2325,9992207401401488,Physica,Quæstiones Arithmetices ad usum De vries Castrensis/Quaestiones Geometriæ/Quæstiones Geometriæ Pro Repetitione Datæ  In Calefactorio a Dno  Dno Ferij  Professorio secundario/Quaestiones geometriae pro repetitione datae  in calefactorio a D[omi]no  D[omi]no Ferij  Professorio secundario,Latin,0,0,1783,0,0,1784,185 x 120  mm.,2
2326,9992219790001488,Physica,"Phisices pars 2da dictata à Doctissimo D: D: Sauvage Luxemburgo j: u: Licentiato nec.non professore imario in celeberrimo falconis pædagogio ; scripta veró à joanne Baptista Eliart Sonegiensi annis 1763, 1764 Dni/Physices pars [secun]da dictata à doctissimo D[omino]: D[omino]: Sauvage Luxemburgo  j[uris]: u[triusque]: licentiato nec non professore [pr]imario in celeberrimo Falconis paedagogio ; scripta veró à Joanne Baptista Eliart Sonegiensi annis 1763, 1764 D[omi]ni",Latin,0,0,1763,0,0,1764,195x 165 mm.,2
2327,9992220680601488,Physica et metaphysica,0,Latin,0,0,1649,0,0,1650,215 x 160 mm.,2
2328,9992221202401488,Logica,Logica realis,Latin,0,0,1751,0,0,1797,190 x 120  mm.,2
2329,9992221650701488,Physica,"Tractatus de lumine/Tractatus de sono/Tractatus de igne, calore et frigore/Tractatus de aere/Tractatus de metheoris/Tractatus de electrictate/De calendario",Latin,0,0,1764,0,0,1766,208 x 170 mm.,2
2330,9992224302001488,Physica,Elementa physices/De motu corporum/Appendix de vaporibus/De magnete,Latin,0,0,1786,0,0,1787,181 x 155 mm.,2
2331,9992225262401488,Dialectica,Dialectica AD 1763 DuBois thenenis,Latin,0,0,1759,0,0,1764,202 x 160 mm.,2
2332,9992225265001488,Logica,Proemium in logicam Aristotelis,Latin,0,0,1645,0,0,1646,199 x 150 mm.,2
2333,9992225292301488,Physica,Tractatus de astronomia/Kalendarium Lovaniense,Latin,0,0,1769,0,0,1770,160 x 95 mm.,2
2334,9992225666501488,Physica,Tractatus Astronomiæ/Elementa astronomiae/Elementa geographicae astonomiae,Latin,0,0,1751,0,0,1797,204 x 120 mm.,2
2335,9992225787101488,Physica,Præfao in uniuersam Arlis Pca iceptaui die vigesima Aprilis anni 1671. Sub prudentimo doctissimoqu: Domino Joae Steuenotte Hvberto-Novillano professore primario 1671/Praefa[ti]o in universam Ar[istote]lis P[hysi]ca i[n]ceptavi die vigesima Aprilis anni 1671. Sub prudent[iss]imo doctissimoq[ue] Domino Joa[nn]e Stevenotte Hvberto-Novillano professore primario 1671,Latin,0,0,1671,0,0,1671,210 x 160 mm.,2
2336,9992225794601488,Logica,Dictatorum Logices Pars Prima scripta sub doctissimo Domino D: Nicolao Lamine castro-solrano Philosophiæ Professore primario in celeberrimo pædagogio Castrensi a.° 1699/Dictatorum Logices pars prima scripta sub doctissimo Domino D]omino]: Nicolao Lamine Castro-Solrano Philosophiae professore primario in celeberrimo paedagogio Castrensi  a[nn].° 1699/Annotata In primam Logices Partem. Scripsit Cornelius van Bommel bredanus in Castro A.° 1699/Dictatorum Logices Pars secunda scripta sub doctissimo domino domino Sebastiano Van der Cruys Perensi Philosophiæ Professore secundario in Celeberrimo Pædagogio Castrensi/Annotata In secundam partem Logices,Latin,0,0,1698,0,0,1699,210 x 160 mm.,2
2337,9992227193601488,Physica,Phijsices Antemeridianæ Liber Unicus Quem Dictante C: D: D: van Billoen professore primario. Scripsit Maximilianus Emmanuel Marij a Brania Comitis 1731 vni Deo Honor/Physices antemeridianae Liber unicus quem dictante C: D[omno]: D[omino]: van Billoen professore primario. Scripsit Maximilianus Emmanuel Marij a Brania Comitis 1731. Uni Deo honor/Physica universa,Latin,0,0,1730,0,0,1731,195 x 155 mm.,2
2338,9992228007701488,Logica,Logica realis/Logica sermocinalis/Arthmetica/Geometria/Logica Realis dictata a doctissimo Domino D: Carolo Verlaine rupensi in celeberrimo pædagogio porcensi professore primario Scripta vero â Nicolao joe josepho De Libotton Hasselensi in prædicto pædagogio habitanti anno 1742/Logica sermocinalis dictata ab eruditissimo Domino D: Martino Page angiensi in pædagogio porciensi professore secundario Scripta vero a Nicolao joe jospeho De Libotton Hasselensi in prædicto pædagogio habitandi 1742/Arithmetica dictata â doctissimo Domino D: Carolo Verlaine rupensi in celeberrimo pædagogio porcensi professore primario Scripta vero â  Nicolao joe josepho De Libotton Hasselensi in prædicto pædagogio habitante 1742/Geometria dictata ab eruditissimo Domino D: Martino Page angiensi in celeberrimo pædagogio porcensi professore secundario scripta vero â Nicolao joe josepho hasselensi in prædicto pædagogio Habitanti Anno 1742,Latin,0,0,1741,0,0,1743,255 x 195 mm.,2
2339,9992228103501488,Dialectica,"Dialectica scripta sub professore Ioanne Corbion a Ioanne Norberto Dannoot Bruxellensi in augustæ Trinitatis palestra Lovani, Anno 1697",Latin,0,0,1697,0,0,1697,204 x 160 mm.,2
2340,9992228433301488,Physica,Tractatus De Elementis Physices Datus a Clarissimo et Doctissimo D Fortune Professore Primario in Pedagogio Porcensi Anno 1791 Domini/Tractatus de elementis physices datus a clarissimo et doctissimo D[omino] Fortune professore primario in pedagogio Porcensi. Anno 1791 Domini/Tractatus de igne/Tractatus de hydrostatica/Elementa Aeris/Quaestiones de lumine,Latin,0,0,1791,0,0,1791,190 x 120 mm.,2
2341,9992229610001488,Dialectica,Dialectica Data a Reverendo Domino joe Baptista De Laet ex Bouchout S. T. Baccalaureo formato et Dialecticae professore doctissimo Scripta vero a Prænobilis Domino Henrico Laurentio Ferdinando de Vothier namuranus Anno Domini 1727/Dialectica data a reverendo Domino Jo[ann]e Baptista De Laet ex Bouchout S. T. Baccalaureo formato et Dialecticae professore doctissimo. Scripta vero a Prænobilis Domino Henrico Laurentio Ferdinando de Vothier Namuranus Anno Domini 1727,Latin,0,0,1727,0,0,1727,215 x 165 mm.,2
2342,9992238865401488,Physica,Tractatus de arithmetica/Tractatus De Arithmetica Dictatus à Doctissimo Dno D: Natali Du Bois professore minus principali in Florentissimo Porcensi pædagogio Scriptus per me Arnoldum Godefridum Duijs Hasselensem Lovanij Anno 1714/Tractatus de arithmetica dictatus a doctissimo D[omi]no D[omino]: Natali Du Bois professore minus principali in florentissimo Porcensi paedagogio. Scriptus per me Arnoldum Godefridum Duijs Hasselensem Lovanij Anno 1714/Geometriæ Tractatus theoretico-practicus/Geometriae Tractatus theoretico-practicus,Latin,0,0,1714,0,0,1716,202 x 150 mm.,2
2343,9992238965901488,Dialectica,"Dialectica seu manuductio ad logicam/Dialectica seu manuductio ad logicam dictata â doctissimo dno dno Beauvois leodio, professore in celeberrimo Collegio Sanctissimæ trinitatis Lovanÿ hac incepta est vigesima quinta aprilis et Scripta â me joanne antonio Vrancken eidem in nominato collegio incumbente anno 1759/Dialectica seu manuductio ad logicam dictata a doctissimo d[omi]no d[omi]no Beauvois Leodio, professore in celeberrimo Collegio Sanctissimae Trinitatis Lovanij hac inceptae est vigesima quinta aprilis et scripta a me Joanne Antonio Vrancken eidem in nominato Collegio incumbente anno 1759/Materia de Compositis incepta Vigesima nona Maÿ anno domini 1759 dictata A doctissimo ac eruditissmo dno dno Beauvois leodio, professore in gÿmnasio Sanctissmæ trinitatis Lovanÿ - Scripta vero a me joane antonio Vrancken/Materia de compositis incepta vigesima nona maij Anno Domini 1759 dictata a doctissimo ac eruditissmo d[omi]no d[omi]no Beauvois Leodio, professore in gymnasio Sanctissmae Trinitatis Lovanij - Scripta vero a me Joan[n]e Antonio Vrancken/Materia de defensione dictata â doctissimo dno dno Beauvois professore dialæ 1759 hanc incepi 17 julij anno 1759/Materia de defensione dictata a doctissimo d[omi]no d[omi]no Beauvois professore dial[ectic]ae 1759, hanc incepi 17 julij anno 1759",Latin,0,0,1759,0,0,1759,197 x 162 mm.,2
2344,9992238992201488,Logica,"Logica Arno: Godefri: Duijs Hasselensis Scripta in celeberrimo pedagogio Porcensi Sub professoribus ac Doctissimis D: Dnis Cinck et Du Bois Academiæ lovaniensis quondam primo Anno Dni 1714. Lovanii./Logica Arno[di] Godefri[di]: Duijs Hasselensis scripta in celeberrimo pedagogio Porcensi sub professoribus ac Doctissimis D[ominis]: D[omi]nis Cinck et Du Bois Academiae lovaniensis quondam primo Anno D[omi]ni 1714. Lovanii./Logica Realis. sive Logicæ pars prima Dictata  a Doctissimo D: Dno ac professore primario Cinck Lovanij in pedagogio Porcensi. 1714/Logica realis, sive Logicae pars prima dictata  a doctissimo D[omino]: D[omi] no ac professore primario Cinck Lovanij in pedagogio Porcensi. 1714/Loa sermocinalis, sive Logicæ pars secunda Dictata â Doctissimo D: Dno ac Academiæ Lovaniensis quondam primo Du Bois Lovanij in celeberrimo pedagogio Porcensi. 1714/Logica sermocinalis, sive Logicae pars secunda dictata a doctissimo D[omino]: D[omi]no ac Academiae Lovaniensis quondam primo Du Bois Lovanij in celeberrimo pedagogio Porcensi. 1714",Latin,0,0,1714,0,0,1715,204 x 163 mm.,2
2345,9992239494301488,Physica,"Physicæ pars prima, ivxta principia recentiorvm anno 1606/Physicae pars prima, iuxta principia recentiorum anno 1606",Latin,0,0,1701,0,0,1725,208 x 165 mm.,2
2346,9992239531301488,Physica,Phÿsices Pars 1a Dictata ab eruditissimo ac amplissimo Domino dno De Mezemaker iprensi Scripta vero a joanne Moers Trudonensi anno Domini millesimo septingentesimo sexagesimo 2° 1762 Lovanii/Physices pars prima dictata ab eruditissimo ac amplissimo Domino D[omi]no De Mezemaker Iprensi. Scripta vero a Joanne Moers Trudonensi Anno Domini millesimo septingentesimo sexagesimo 2o 1762 Lovanii,Latin,0,0,1762,0,0,1763,205 x 165 mm.,2
2347,9992239580201488,Logica,Dictata magis principalia sub Doctissimo D. Dno Arnoldo Mannekens S.T.B.F. collegÿ porcensis louanÿ professore primario meritissimo Anno 1631 Scribebat Jacobus Collet Bulloniensis/Dictata magis principalia sub doctissimo D[omino]. D[omi]no Arnoldo Mannekens S.T.B.F. collegij Porcensis Lovanij professore primario meritissimo. Anno 1631. Scribebat Jacobus Collet Bulloniensis,Latin,0,0,1631,0,0,1631,205 x 160 mm.,2
2348,9992241006701488,Physica,Tractatus de electricitate/Tractatus de hydrostatica,Latin,0,0,1782,0,0,1782,215 x 170 mm.,2
2349,9992241391701488,Physica,"Tractatus De Sphæra Dictatus ab eruditissimo Doctissimoque Domino D: Forgeur Leodio Professore secundario in Florentissimi Lilii Pædagogio Scriptus ab A: J: Jonckers ex Aubel Logico in alma Universitate Lovaniensi 3a februarii anno 1773/Tractatus de sphaera dictatus ab eruditissimo doctissimoque Domino D[omino]: Forgeur Leodio professore secundario in florentissimi Lilii paedagogio. Scriptus ab A[ntonio]: J[osepho]: Jonckers ex Aubel logico in alma Universitate Lovaniensi 3a februarii anno 1773/Tractatus de sphæra/Tractatus de geographia methematica/Tractatus De Calendario ecclesiastico Dictatus ab Eruditissimo Doctissimoque Domino Dno J. Vrammout iprensi, Professore primario in pædagogio florentis Lilii Scriptus vero ab A: J: Jonckers ex Aubel Limburgensi ejusdem pædagogii alumno in alma universitate Lovaniensi anno Domini 1773/Tractatus De calendario ecclesiastico dictatus ab eruditissimo doctissimoque Domino D[omi]no J[ospho]. Vrammout Iprensi, professore primario in paedagogio florentis Lilii. Scriptus vero ab A[ntonio]: J[osepho]: Jonckers ex Aubel Limburgensi ejusdem paedagogii alumno in alma Universitate Lovaniensi anno Domini 1773",Latin,0,0,1773,0,0,1773,190 x 60 mm.,2
2350,9992241898401488,Logica,Tractatus de logica,Latin,0,0,1782,0,0,1783,204 x 165 mm.,2
